#    L    TT             EE             BB             TE             PP             TP             EP          
   734    0.21246E+04    0.30855E+02    0.00000E+00   -0.13711E+03    0.93329E-08    0.11528E-04   -0.10478E-05
   735    0.21335E+04    0.30593E+02    0.00000E+00   -0.13744E+03    0.93111E-08    0.11541E-04   -0.10413E-05
   736    0.21423E+04    0.30328E+02    0.00000E+00   -0.13771E+03    0.92893E-08    0.11555E-04   -0.10346E-05
   737    0.21512E+04    0.30061E+02    0.00000E+00   -0.13796E+03    0.92676E-08    0.11567E-04   -0.10279E-05
   738    0.21599E+04    0.29793E+02    0.00000E+00   -0.13816E+03    0.92460E-08    0.11579E-04   -0.10210E-05
   739    0.21688E+04    0.29521E+02    0.00000E+00   -0.13832E+03    0.92244E-08    0.11590E-04   -0.10141E-05
   740    0.21776E+04    0.29246E+02    0.00000E+00   -0.13845E+03    0.92030E-08    0.11600E-04   -0.10071E-05
   741    0.21865E+04    0.28969E+02    0.00000E+00   -0.13855E+03    0.91816E-08    0.11610E-04   -0.99992E-06
   742    0.21953E+04    0.28692E+02    0.00000E+00   -0.13859E+03    0.91602E-08    0.11618E-04   -0.99269E-06
   743    0.22042E+04    0.28414E+02    0.00000E+00   -0.13861E+03    0.91390E-08    0.11626E-04   -0.98538E-06
   744    0.22130E+04    0.28133E+02    0.00000E+00   -0.13858E+03    0.91178E-08    0.11634E-04   -0.97797E-06
   745    0.22218E+04    0.27850E+02    0.00000E+00   -0.13853E+03    0.90966E-08    0.11640E-04   -0.97047E-06
   746    0.22305E+04    0.27567E+02    0.00000E+00   -0.13842E+03    0.90756E-08    0.11646E-04   -0.96288E-06
   747    0.22391E+04    0.27281E+02    0.00000E+00   -0.13828E+03    0.90546E-08    0.11650E-04   -0.95520E-06
   748    0.22478E+04    0.26995E+02    0.00000E+00   -0.13810E+03    0.90337E-08    0.11654E-04   -0.94744E-06
   749    0.22565E+04    0.26707E+02    0.00000E+00   -0.13790E+03    0.90128E-08    0.11658E-04   -0.93959E-06
   750    0.22651E+04    0.26419E+02    0.00000E+00   -0.13765E+03    0.89921E-08    0.11660E-04   -0.93165E-06
   751    0.22736E+04    0.26129E+02    0.00000E+00   -0.13736E+03    0.89714E-08    0.11662E-04   -0.92363E-06
   752    0.22821E+04    0.25841E+02    0.00000E+00   -0.13702E+03    0.89507E-08    0.11663E-04   -0.91553E-06
   753    0.22905E+04    0.25550E+02    0.00000E+00   -0.13666E+03    0.89301E-08    0.11663E-04   -0.90734E-06
   754    0.22989E+04    0.25260E+02    0.00000E+00   -0.13624E+03    0.89096E-08    0.11662E-04   -0.89908E-06
   755    0.23072E+04    0.24969E+02    0.00000E+00   -0.13580E+03    0.88892E-08    0.11660E-04   -0.89074E-06
   756    0.23153E+04    0.24679E+02    0.00000E+00   -0.13533E+03    0.88688E-08    0.11658E-04   -0.88232E-06
   757    0.23236E+04    0.24389E+02    0.00000E+00   -0.13480E+03    0.88485E-08    0.11655E-04   -0.87383E-06
   758    0.23316E+04    0.24098E+02    0.00000E+00   -0.13424E+03    0.88283E-08    0.11651E-04   -0.86526E-06
   759    0.23396E+04    0.23808E+02    0.00000E+00   -0.13365E+03    0.88081E-08    0.11646E-04   -0.85663E-06
   760    0.23475E+04    0.23518E+02    0.00000E+00   -0.13302E+03    0.87880E-08    0.11641E-04   -0.84793E-06
   761    0.23552E+04    0.23229E+02    0.00000E+00   -0.13236E+03    0.87679E-08    0.11635E-04   -0.83916E-06
   762    0.23631E+04    0.22941E+02    0.00000E+00   -0.13166E+03    0.87479E-08    0.11628E-04   -0.83032E-06
   763    0.23706E+04    0.22654E+02    0.00000E+00   -0.13092E+03    0.87280E-08    0.11621E-04   -0.82142E-06
   764    0.23782E+04    0.22368E+02    0.00000E+00   -0.13015E+03    0.87082E-08    0.11612E-04   -0.81246E-06
   765    0.23855E+04    0.22082E+02    0.00000E+00   -0.12934E+03    0.86884E-08    0.11603E-04   -0.80344E-06
   766    0.23929E+04    0.21798E+02    0.00000E+00   -0.12849E+03    0.86686E-08    0.11594E-04   -0.79436E-06
   767    0.24001E+04    0.21516E+02    0.00000E+00   -0.12762E+03    0.86490E-08    0.11583E-04   -0.78523E-06
   768    0.24072E+04    0.21235E+02    0.00000E+00   -0.12669E+03    0.86294E-08    0.11572E-04   -0.77604E-06
   769    0.24141E+04    0.20954E+02    0.00000E+00   -0.12575E+03    0.86098E-08    0.11561E-04   -0.76679E-06
   770    0.24209E+04    0.20676E+02    0.00000E+00   -0.12477E+03    0.85904E-08    0.11549E-04   -0.75750E-06
   771    0.24277E+04    0.20400E+02    0.00000E+00   -0.12375E+03    0.85710E-08    0.11536E-04   -0.74815E-06
   772    0.24342E+04    0.20126E+02    0.00000E+00   -0.12269E+03    0.85516E-08    0.11522E-04   -0.73876E-06
   773    0.24407E+04    0.19855E+02    0.00000E+00   -0.12161E+03    0.85323E-08    0.11508E-04   -0.72932E-06
   774    0.24469E+04    0.19585E+02    0.00000E+00   -0.12050E+03    0.85131E-08    0.11493E-04   -0.71984E-06
   775    0.24532E+04    0.19318E+02    0.00000E+00   -0.11936E+03    0.84939E-08    0.11477E-04   -0.71031E-06
   776    0.24591E+04    0.19054E+02    0.00000E+00   -0.11818E+03    0.84748E-08    0.11461E-04   -0.70075E-06
   777    0.24650E+04    0.18792E+02    0.00000E+00   -0.11698E+03    0.84558E-08    0.11445E-04   -0.69114E-06
   778    0.24708E+04    0.18533E+02    0.00000E+00   -0.11573E+03    0.84368E-08    0.11427E-04   -0.68150E-06
   779    0.24763E+04    0.18277E+02    0.00000E+00   -0.11447E+03    0.84178E-08    0.11410E-04   -0.67182E-06
   780    0.24817E+04    0.18023E+02    0.00000E+00   -0.11316E+03    0.83990E-08    0.11391E-04   -0.66211E-06
   781    0.24871E+04    0.17774E+02    0.00000E+00   -0.11184E+03    0.83802E-08    0.11372E-04   -0.65237E-06
   782    0.24921E+04    0.17527E+02    0.00000E+00   -0.11050E+03    0.83614E-08    0.11352E-04   -0.64259E-06
   783    0.24971E+04    0.17283E+02    0.00000E+00   -0.10912E+03    0.83427E-08    0.11332E-04   -0.63279E-06
   784    0.25019E+04    0.17044E+02    0.00000E+00   -0.10771E+03    0.83241E-08    0.11312E-04   -0.62296E-06
   785    0.25065E+04    0.16807E+02    0.00000E+00   -0.10627E+03    0.83055E-08    0.11291E-04   -0.61310E-06
   786    0.25109E+04    0.16574E+02    0.00000E+00   -0.10479E+03    0.82870E-08    0.11269E-04   -0.60323E-06
   787    0.25151E+04    0.16346E+02    0.00000E+00   -0.10330E+03    0.82685E-08    0.11247E-04   -0.59333E-06
   788    0.25192E+04    0.16120E+02    0.00000E+00   -0.10179E+03    0.82501E-08    0.11224E-04   -0.58341E-06
   789    0.25231E+04    0.15898E+02    0.00000E+00   -0.10025E+03    0.82318E-08    0.11201E-04   -0.57347E-06
   790    0.25269E+04    0.15682E+02    0.00000E+00   -0.98685E+02    0.82135E-08    0.11177E-04   -0.56351E-06
   791    0.25304E+04    0.15469E+02    0.00000E+00   -0.97091E+02    0.81953E-08    0.11153E-04   -0.55354E-06
   792    0.25338E+04    0.15261E+02    0.00000E+00   -0.95484E+02    0.81771E-08    0.11128E-04   -0.54356E-06
   793    0.25369E+04    0.15058E+02    0.00000E+00   -0.93844E+02    0.81590E-08    0.11103E-04   -0.53357E-06
   794    0.25399E+04    0.14860E+02    0.00000E+00   -0.92191E+02    0.81409E-08    0.11077E-04   -0.52357E-06
   795    0.25426E+04    0.14666E+02    0.00000E+00   -0.90512E+02    0.81229E-08    0.11051E-04   -0.51356E-06
   796    0.25453E+04    0.14477E+02    0.00000E+00   -0.88821E+02    0.81049E-08    0.11024E-04   -0.50354E-06
   797    0.25476E+04    0.14293E+02    0.00000E+00   -0.87104E+02    0.80870E-08    0.10997E-04   -0.49352E-06
   798    0.25498E+04    0.14114E+02    0.00000E+00   -0.85376E+02    0.80692E-08    0.10970E-04   -0.48350E-06
   799    0.25518E+04    0.13940E+02    0.00000E+00   -0.83629E+02    0.80514E-08    0.10942E-04   -0.47347E-06
   800    0.25536E+04    0.13771E+02    0.00000E+00   -0.81863E+02    0.80337E-08    0.10914E-04   -0.46345E-06
   801    0.25552E+04    0.13608E+02    0.00000E+00   -0.80086E+02    0.80160E-08    0.10885E-04   -0.45343E-06
   802    0.25565E+04    0.13449E+02    0.00000E+00   -0.78275E+02    0.79984E-08    0.10856E-04   -0.44341E-06
   803    0.25578E+04    0.13296E+02    0.00000E+00   -0.76468E+02    0.79808E-08    0.10827E-04   -0.43340E-06
   804    0.25587E+04    0.13148E+02    0.00000E+00   -0.74636E+02    0.79633E-08    0.10797E-04   -0.42339E-06
   805    0.25596E+04    0.13006E+02    0.00000E+00   -0.72792E+02    0.79458E-08    0.10767E-04   -0.41339E-06
   806    0.25601E+04    0.12869E+02    0.00000E+00   -0.70937E+02    0.79284E-08    0.10736E-04   -0.40339E-06
   807    0.25604E+04    0.12739E+02    0.00000E+00   -0.69072E+02    0.79110E-08    0.10705E-04   -0.39340E-06
   808    0.25605E+04    0.12614E+02    0.00000E+00   -0.67187E+02    0.78937E-08    0.10674E-04   -0.38341E-06
   809    0.25605E+04    0.12495E+02    0.00000E+00   -0.65300E+02    0.78764E-08    0.10642E-04   -0.37342E-06
   810    0.25602E+04    0.12382E+02    0.00000E+00   -0.63394E+02    0.78592E-08    0.10610E-04   -0.36345E-06
   811    0.25596E+04    0.12275E+02    0.00000E+00   -0.61477E+02    0.78420E-08    0.10577E-04   -0.35348E-06
   812    0.25589E+04    0.12175E+02    0.00000E+00   -0.59556E+02    0.78249E-08    0.10544E-04   -0.34352E-06
   813    0.25580E+04    0.12079E+02    0.00000E+00   -0.57627E+02    0.78079E-08    0.10511E-04   -0.33357E-06
   814    0.25569E+04    0.11990E+02    0.00000E+00   -0.55690E+02    0.77909E-08    0.10477E-04   -0.32362E-06
   815    0.25556E+04    0.11907E+02    0.00000E+00   -0.53747E+02    0.77739E-08    0.10443E-04   -0.31368E-06
   816    0.25540E+04    0.11830E+02    0.00000E+00   -0.51797E+02    0.77570E-08    0.10409E-04   -0.30375E-06
   817    0.25522E+04    0.11759E+02    0.00000E+00   -0.49842E+02    0.77401E-08    0.10374E-04   -0.29384E-06
   818    0.25503E+04    0.11695E+02    0.00000E+00   -0.47882E+02    0.77233E-08    0.10339E-04   -0.28393E-06
   819    0.25481E+04    0.11637E+02    0.00000E+00   -0.45918E+02    0.77066E-08    0.10304E-04   -0.27403E-06
   820    0.25457E+04    0.11585E+02    0.00000E+00   -0.43950E+02    0.76898E-08    0.10268E-04   -0.26414E-06
   821    0.25431E+04    0.11539E+02    0.00000E+00   -0.41981E+02    0.76732E-08    0.10232E-04   -0.25426E-06
   822    0.25403E+04    0.11500E+02    0.00000E+00   -0.40009E+02    0.76566E-08    0.10195E-04   -0.24440E-06
   823    0.25373E+04    0.11467E+02    0.00000E+00   -0.38036E+02    0.76400E-08    0.10158E-04   -0.23454E-06
   824    0.25340E+04    0.11441E+02    0.00000E+00   -0.36062E+02    0.76235E-08    0.10121E-04   -0.22470E-06
   825    0.25305E+04    0.11420E+02    0.00000E+00   -0.34089E+02    0.76070E-08    0.10084E-04   -0.21487E-06
   826    0.25268E+04    0.11407E+02    0.00000E+00   -0.32116E+02    0.75906E-08    0.10046E-04   -0.20506E-06
   827    0.25229E+04    0.11400E+02    0.00000E+00   -0.30147E+02    0.75742E-08    0.10008E-04   -0.19526E-06
   828    0.25189E+04    0.11399E+02    0.00000E+00   -0.28179E+02    0.75579E-08    0.99693E-05   -0.18547E-06
   829    0.25146E+04    0.11406E+02    0.00000E+00   -0.26216E+02    0.75417E-08    0.99305E-05   -0.17570E-06
   830    0.25101E+04    0.11418E+02    0.00000E+00   -0.24258E+02    0.75254E-08    0.98913E-05   -0.16594E-06
   831    0.25055E+04    0.11437E+02    0.00000E+00   -0.22304E+02    0.75092E-08    0.98519E-05   -0.15619E-06
   832    0.25006E+04    0.11462E+02    0.00000E+00   -0.20357E+02    0.74931E-08    0.98122E-05   -0.14646E-06
   833    0.24955E+04    0.11494E+02    0.00000E+00   -0.18416E+02    0.74770E-08    0.97721E-05   -0.13675E-06
   834    0.24902E+04    0.11531E+02    0.00000E+00   -0.16482E+02    0.74610E-08    0.97317E-05   -0.12706E-06
   835    0.24847E+04    0.11577E+02    0.00000E+00   -0.14556E+02    0.74450E-08    0.96910E-05   -0.11738E-06
   836    0.24789E+04    0.11627E+02    0.00000E+00   -0.12638E+02    0.74291E-08    0.96501E-05   -0.10771E-06
   837    0.24731E+04    0.11685E+02    0.00000E+00   -0.10730E+02    0.74131E-08    0.96088E-05   -0.98069E-07
   838    0.24670E+04    0.11749E+02    0.00000E+00   -0.88319E+01    0.73973E-08    0.95672E-05   -0.88443E-07
   839    0.24606E+04    0.11819E+02    0.00000E+00   -0.69435E+01    0.73815E-08    0.95253E-05   -0.78835E-07
   840    0.24542E+04    0.11897E+02    0.00000E+00   -0.50672E+01    0.73657E-08    0.94832E-05   -0.69246E-07
   841    0.24475E+04    0.11980E+02    0.00000E+00   -0.32045E+01    0.73500E-08    0.94407E-05   -0.59676E-07
   842    0.24406E+04    0.12068E+02    0.00000E+00   -0.13524E+01    0.73343E-08    0.93980E-05   -0.50125E-07
   843    0.24336E+04    0.12164E+02    0.00000E+00    0.48316E+00    0.73187E-08    0.93549E-05   -0.40595E-07
   844    0.24263E+04    0.12266E+02    0.00000E+00    0.23058E+01    0.73031E-08    0.93116E-05   -0.31085E-07
   845    0.24189E+04    0.12373E+02    0.00000E+00    0.41126E+01    0.72876E-08    0.92681E-05   -0.21596E-07
   846    0.24114E+04    0.12489E+02    0.00000E+00    0.59029E+01    0.72721E-08    0.92242E-05   -0.12129E-07
   847    0.24037E+04    0.12609E+02    0.00000E+00    0.76771E+01    0.72566E-08    0.91801E-05   -0.26830E-08
   848    0.23958E+04    0.12735E+02    0.00000E+00    0.94331E+01    0.72412E-08    0.91357E-05    0.67408E-08
   849    0.23877E+04    0.12867E+02    0.00000E+00    0.11172E+02    0.72258E-08    0.90911E-05    0.16142E-07
   850    0.23795E+04    0.13006E+02    0.00000E+00    0.12892E+02    0.72105E-08    0.90461E-05    0.25520E-07
   851    0.23711E+04    0.13150E+02    0.00000E+00    0.14592E+02    0.71952E-08    0.90010E-05    0.34875E-07
   852    0.23625E+04    0.13302E+02    0.00000E+00    0.16273E+02    0.71800E-08    0.89555E-05    0.44205E-07
   853    0.23538E+04    0.13458E+02    0.00000E+00    0.17934E+02    0.71648E-08    0.89098E-05    0.53509E-07
   854    0.23448E+04    0.13620E+02    0.00000E+00    0.19573E+02    0.71497E-08    0.88639E-05    0.62786E-07
   855    0.23357E+04    0.13789E+02    0.00000E+00    0.21192E+02    0.71345E-08    0.88178E-05    0.72035E-07
   856    0.23266E+04    0.13961E+02    0.00000E+00    0.22788E+02    0.71195E-08    0.87713E-05    0.81253E-07
   857    0.23171E+04    0.14140E+02    0.00000E+00    0.24361E+02    0.71044E-08    0.87247E-05    0.90441E-07
   858    0.23076E+04    0.14326E+02    0.00000E+00    0.25911E+02    0.70895E-08    0.86778E-05    0.99596E-07
   859    0.22979E+04    0.14515E+02    0.00000E+00    0.27439E+02    0.70745E-08    0.86308E-05    0.10872E-06
   860    0.22881E+04    0.14710E+02    0.00000E+00    0.28943E+02    0.70596E-08    0.85835E-05    0.11780E-06
   861    0.22782E+04    0.14911E+02    0.00000E+00    0.30421E+02    0.70448E-08    0.85359E-05    0.12685E-06
   862    0.22681E+04    0.15117E+02    0.00000E+00    0.31875E+02    0.70299E-08    0.84882E-05    0.13587E-06
   863    0.22579E+04    0.15328E+02    0.00000E+00    0.33302E+02    0.70152E-08    0.84403E-05    0.14484E-06
   864    0.22475E+04    0.15544E+02    0.00000E+00    0.34704E+02    0.70004E-08    0.83922E-05    0.15377E-06
   865    0.22368E+04    0.15765E+02    0.00000E+00    0.36079E+02    0.69857E-08    0.83438E-05    0.16267E-06
   866    0.22264E+04    0.15990E+02    0.00000E+00    0.37427E+02    0.69711E-08    0.82953E-05    0.17152E-06
   867    0.22157E+04    0.16222E+02    0.00000E+00    0.38747E+02    0.69565E-08    0.82466E-05    0.18032E-06
   868    0.22048E+04    0.16457E+02    0.00000E+00    0.40039E+02    0.69419E-08    0.81977E-05    0.18908E-06
   869    0.21939E+04    0.16697E+02    0.00000E+00    0.41304E+02    0.69274E-08    0.81487E-05    0.19779E-06
   870    0.21828E+04    0.16941E+02    0.00000E+00    0.42540E+02    0.69129E-08    0.80995E-05    0.20646E-06
   871    0.21716E+04    0.17190E+02    0.00000E+00    0.43746E+02    0.68984E-08    0.80501E-05    0.21508E-06
   872    0.21604E+04    0.17444E+02    0.00000E+00    0.44924E+02    0.68840E-08    0.80005E-05    0.22364E-06
   873    0.21489E+04    0.17702E+02    0.00000E+00    0.46072E+02    0.68696E-08    0.79508E-05    0.23216E-06
   874    0.21375E+04    0.17964E+02    0.00000E+00    0.47189E+02    0.68553E-08    0.79009E-05    0.24062E-06
   875    0.21259E+04    0.18228E+02    0.00000E+00    0.48276E+02    0.68410E-08    0.78509E-05    0.24902E-06
   876    0.21141E+04    0.18499E+02    0.00000E+00    0.49334E+02    0.68267E-08    0.78007E-05    0.25737E-06
   877    0.21025E+04    0.18772E+02    0.00000E+00    0.50359E+02    0.68125E-08    0.77504E-05    0.26567E-06
   878    0.20906E+04    0.19048E+02    0.00000E+00    0.51353E+02    0.67983E-08    0.77000E-05    0.27390E-06
   879    0.20787E+04    0.19329E+02    0.00000E+00    0.52316E+02    0.67842E-08    0.76494E-05    0.28208E-06
   880    0.20667E+04    0.19613E+02    0.00000E+00    0.53247E+02    0.67701E-08    0.75987E-05    0.29019E-06
   881    0.20546E+04    0.19900E+02    0.00000E+00    0.54145E+02    0.67560E-08    0.75479E-05    0.29825E-06
   882    0.20425E+04    0.20190E+02    0.00000E+00    0.55011E+02    0.67420E-08    0.74970E-05    0.30624E-06
   883    0.20304E+04    0.20484E+02    0.00000E+00    0.55843E+02    0.67280E-08    0.74459E-05    0.31416E-06
   884    0.20181E+04    0.20779E+02    0.00000E+00    0.56643E+02    0.67141E-08    0.73948E-05    0.32202E-06
   885    0.20057E+04    0.21079E+02    0.00000E+00    0.57409E+02    0.67002E-08    0.73435E-05    0.32981E-06
   886    0.19933E+04    0.21381E+02    0.00000E+00    0.58142E+02    0.66863E-08    0.72922E-05    0.33754E-06
   887    0.19808E+04    0.21685E+02    0.00000E+00    0.58840E+02    0.66725E-08    0.72408E-05    0.34519E-06
   888    0.19685E+04    0.21992E+02    0.00000E+00    0.59505E+02    0.66587E-08    0.71892E-05    0.35277E-06
   889    0.19558E+04    0.22301E+02    0.00000E+00    0.60136E+02    0.66449E-08    0.71376E-05    0.36028E-06
   890    0.19432E+04    0.22613E+02    0.00000E+00    0.60731E+02    0.66312E-08    0.70859E-05    0.36772E-06
   891    0.19307E+04    0.22926E+02    0.00000E+00    0.61293E+02    0.66175E-08    0.70341E-05    0.37508E-06
   892    0.19181E+04    0.23241E+02    0.00000E+00    0.61821E+02    0.66039E-08    0.69823E-05    0.38236E-06
   893    0.19054E+04    0.23559E+02    0.00000E+00    0.62314E+02    0.65902E-08    0.69304E-05    0.38957E-06
   894    0.18928E+04    0.23877E+02    0.00000E+00    0.62771E+02    0.65767E-08    0.68784E-05    0.39669E-06
   895    0.18800E+04    0.24197E+02    0.00000E+00    0.63196E+02    0.65631E-08    0.68264E-05    0.40374E-06
   896    0.18673E+04    0.24519E+02    0.00000E+00    0.63585E+02    0.65496E-08    0.67743E-05    0.41071E-06
   897    0.18545E+04    0.24842E+02    0.00000E+00    0.63939E+02    0.65362E-08    0.67222E-05    0.41759E-06
   898    0.18419E+04    0.25166E+02    0.00000E+00    0.64259E+02    0.65227E-08    0.66701E-05    0.42439E-06
   899    0.18291E+04    0.25491E+02    0.00000E+00    0.64543E+02    0.65093E-08    0.66178E-05    0.43110E-06
   900    0.18164E+04    0.25816E+02    0.00000E+00    0.64793E+02    0.64960E-08    0.65656E-05    0.43773E-06
   901    0.18037E+04    0.26143E+02    0.00000E+00    0.65007E+02    0.64826E-08    0.65133E-05    0.44427E-06
   902    0.17910E+04    0.26469E+02    0.00000E+00    0.65187E+02    0.64693E-08    0.64611E-05    0.45072E-06
   903    0.17781E+04    0.26797E+02    0.00000E+00    0.65332E+02    0.64561E-08    0.64088E-05    0.45708E-06
   904    0.17655E+04    0.27124E+02    0.00000E+00    0.65441E+02    0.64429E-08    0.63564E-05    0.46336E-06
